Form Key,Editor Id,Name,School,Type,Cast Type,Target Type,Base Cost,Computed Auto Cost,Charge Time,Arcane Fever,Winner Overwrite,Taught By
137933:Skyrim.esm,_24E_SpellSummonElementalWolf,Summon Elemental Wolf,Entropy,Spell,FireAndForget,TargetLocation,150,168,3,,Enderal SE - Gameplay Overhaul.esp,_24E_SpellBookSummonElementalWolf
137447:Skyrim.esm,_16E_SpellSummonFireElemental,Summon Fire Elemental (Rank I),Entropy,Spell,FireAndForget,TargetLocation,118,147,3,,Enderal SE - Gameplay Overhaul.esp,_16E_SpellBookSummonFireElemental
137936:Skyrim.esm,_39E_SpellSummonFireElemental,Summon Fire Elemental (Rank II),Entropy,Spell,FireAndForget,TargetLocation,205,168,3,,Enderal SE - Gameplay Overhaul.esp,_39E_SpellBookSummonFireElemental
137446:Skyrim.esm,_12E_SpellSummonIceElemental,Summon Frost Elemental (Rank I),Entropy,Spell,FireAndForget,TargetLocation,118,147,3,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookSummonIceElemental
137935:Skyrim.esm,_36E_SpellSummonIceElemental,Summon Frost Elemental (Rank II),Entropy,Spell,FireAndForget,TargetLocation,205,168,3,,Enderal SE - Gameplay Overhaul.esp,_36E_SpellBookSummonIceElemental
0E426A:Skyrim.esm,_08E_SpellSummonGhostlyBlackBear,Summon Ghostly Black Bear,Entropy,Spell,FireAndForget,TargetLocation,110,147,3,,Enderal SE - Gameplay Overhaul.esp,_08E_SpellbookSummonGhostlyBlackBear
002E84:KataPUMBSpellPack.esp,Kata_S_Entropy_00_Summon_Spirit_Horse_1,Summon Ghostly Horse,Entropy,Spell,FireAndForget,TargetLocation,65,632,3,,EGO - KataPUMB Spell Package.esp,Kata_B_Entropy_25_Summon_Spirit_Horse_1_A
002E86:KataPUMBSpellPack.esp,Kata_S_Entropy_00_Summon_Spirit_2,Summon Ghostly Spider,Entropy,Spell,FireAndForget,TargetLocation,70,147,3,,EGO - KataPUMB Spell Package.esp,Kata_B_Entropy_25_Summon_Spirit_2_A
002E90:KataPUMBSpellPack.esp,Kata_S_Entropy_75_Summon_Spirit_7,Summon Ghostly Vatyr,Entropy,Spell,FireAndForget,TargetLocation,185,168,3,,EGO - KataPUMB Spell Package.esp,Kata_B_Entropy_75_Summon_Spirit_7_C
00081A:EGO - KataPUMB Spell Package.esp,Kata_S_Entropy_00_Summon_Spirit_Horse_2,Summon Ghostly War Horse,Entropy,Spell,FireAndForget,TargetLocation,170,1355,3,,EGO - KataPUMB Spell Package.esp,Kata_B_Entropy_25_Summon_Spirit_Horse_2_C
086B0D:Skyrim.esm,_05E_SpellSummonGhostlyWolf,Summon Ghostly Wolf,Entropy,Spell,FireAndForget,TargetLocation,70,147,3,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookSummonGhostlyWolf
010F56:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_I_Warrior,Summon Lost One (Rank I) - Warrior,Entropy,Spell,FireAndForget,TargetLocation,65,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_I
002E78:KataPUMBSpellPack.esp,Kata_S_Entropy_00_Summon_LostOne_1,Summon Lost One (Rank I): Warrior,Entropy,Spell,FireAndForget,TargetLocation,75,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_00_Summon_LostOne1_W
010F54:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_II_Archer,Summon Lost One (Rank II) - Archer,Entropy,Spell,FireAndForget,TargetLocation,95,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_II
002E7A:KataPUMBSpellPack.esp,Kata_S_Entropy_00_Summon_LostOne_2,Summon Lost One (Rank II): Archer,Entropy,Spell,FireAndForget,TargetLocation,75,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_00_Summon_LostOne2_A
002E7C:KataPUMBSpellPack.esp,Kata_S_Entropy_25_Summon_LostOne_3,Summon Lost One (Rank II): Mage,Entropy,Spell,FireAndForget,TargetLocation,88,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_25_Summon_LostOne_3
010F52:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_III_Mage,Summon Lost One (Rank III) - Mage,Entropy,Spell,FireAndForget,TargetLocation,120,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_III
002E7E:KataPUMBSpellPack.esp,Kata_S_Entropy_50_Summon_LostOne_4,Summon Lost One (Rank III): Knight,Entropy,Spell,FireAndForget,TargetLocation,110,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_50_Summon_LostOne_4
010F50:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_IV_Knight,Summon Lost One (Rank IV) - Knight,Entropy,Spell,FireAndForget,TargetLocation,140,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_IV
002E80:KataPUMBSpellPack.esp,Kata_S_Entropy_75_Summon_LostOne_5,Summon Lost One (Rank IV): Lich,Entropy,Spell,FireAndForget,TargetLocation,180,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_75_Summon_LostOne_5
00F4E9:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_V_Lich,Summon Lost One (Rank V) - Lich,Entropy,Spell,FireAndForget,TargetLocation,165,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_V
002E82:KataPUMBSpellPack.esp,Kata_S_Entropy_99_Summon_LostOne_6,Summon Lost One (Rank V): Grotesque,Entropy,Spell,FireAndForget,TargetLocation,230,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Entropy_99_Summon_LostOne_6
010F4E:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_LostOne_VI_Grotesque,Summon Lost One (Rank VI) - Grotesque,Entropy,Spell,FireAndForget,TargetLocation,180,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_LostOne_VI
11C382:Skyrim.esm,_10E_SpellSummonMudElemental,Summon Mud Elemental (Rank I),Entropy,Spell,FireAndForget,TargetLocation,118,147,3,,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookSummonMudElemental
137934:Skyrim.esm,_33E_SpellSummonMudElemental,Summon Mud Elemental (Rank II),Entropy,Spell,FireAndForget,TargetLocation,205,168,3,,Enderal SE - Gameplay Overhaul.esp,_33E_SpellBookSummonMudElemental
137979:Skyrim.esm,_01E_MystischeSchlachtaxt,Summon Mystic Battleaxe (Rank I),Entropy,Spell,FireAndForget,Self,42,25,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookBoundBattleAxe1
13797A:Skyrim.esm,_10E_MystischeSchlachtaxt,Summon Mystic Battleaxe (Rank II),Entropy,Spell,FireAndForget,Self,61,25,0.75,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookBoundBattleAxe2
13797B:Skyrim.esm,_20E_MystischeSchlachtaxt,Summon Mystic Battleaxe (Rank III),Entropy,Spell,FireAndForget,Self,88,25,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookBoundBattleAxe3
13797C:Skyrim.esm,_30E_MystischeSchlachtaxt,Summon Mystic Battleaxe (Rank IV),Entropy,Spell,FireAndForget,Self,126,25,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookBoundBattleAxe4
13797D:Skyrim.esm,_40E_MystischeSchlachtaxt,Summon Mystic Battleaxe (Rank V),Entropy,Spell,FireAndForget,Self,176,25,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookBoundBattleAxe5
137974:Skyrim.esm,_01E_MystischerBogen,Summon Mystic Bow (Rank I),Entropy,Spell,FireAndForget,Self,42,31,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookBoundBow1
137975:Skyrim.esm,_10E_MystischerBogen,Summon Mystic Bow (Rank II),Entropy,Spell,FireAndForget,Self,61,31,0.75,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookBoundBow2
137976:Skyrim.esm,_20E_MystischerBogen,Summon Mystic Bow (Rank III),Entropy,Spell,FireAndForget,Self,88,31,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookBoundBow3
137977:Skyrim.esm,_30E_MystischerBogen,Summon Mystic Bow (Rank IV),Entropy,Spell,FireAndForget,Self,126,31,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookBoundBow4
137978:Skyrim.esm,_40E_MystischerBogen,Summon Mystic Bow (Rank V),Entropy,Spell,FireAndForget,Self,176,31,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookBoundBow5
04320A:Skyrim.esm,_01E_SpellBoundDagger1,Summon Mystic Dagger (Rank I),Entropy,Spell,FireAndForget,Self,38,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookBoundDagger1
043255:Skyrim.esm,_12E_SpellBoundDagger2,Summon Mystic Dagger (Rank II),Entropy,Spell,FireAndForget,Self,55,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookBoundDagger2
043256:Skyrim.esm,_20E_SpellBoundDagger3,Summon Mystic Dagger (Rank III),Entropy,Spell,FireAndForget,Self,80,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookBoundDagger3
043257:Skyrim.esm,_30E_SpellBoundDagger4,Summon Mystic Dagger (Rank IV),Entropy,Spell,FireAndForget,Self,114,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookBoundDagger4
043258:Skyrim.esm,_40E_SpellBoundDagger5,Summon Mystic Dagger (Rank V),Entropy,Spell,FireAndForget,Self,160,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookBoundDagger5
086B0B:Skyrim.esm,_01E_MystischesSchwert,Summon Mystic Sword (Rank I),Entropy,Spell,FireAndForget,Self,40,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookBoundSword1
137970:Skyrim.esm,_10E_MystischesSchwert,Summon Mystic Sword (Rank II),Entropy,Spell,FireAndForget,Self,58,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookBoundSword2
137971:Skyrim.esm,_20E_MystischesSchwert,Summon Mystic Sword (Rank III),Entropy,Spell,FireAndForget,Self,84,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookBoundSword3
137972:Skyrim.esm,_30E_MystischesSchwert,Summon Mystic Sword (Rank IV),Entropy,Spell,FireAndForget,Self,120,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookBoundSword4
137973:Skyrim.esm,_40E_MystischesSchwert,Summon Mystic Sword (Rank V),Entropy,Spell,FireAndForget,Self,168,14,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookBoundSword5
1377B0:Skyrim.esm,_30E_SpellSummonOorbaya,Summon Oorbâya (Rank I),Entropy,Spell,FireAndForget,TargetLocation,190,112,3,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellbookSummonOorbaya
137938:Skyrim.esm,_50E_SpellSummonOorbaya,Summon Oorbâya (Rank II),Entropy,Spell,FireAndForget,TargetLocation,260,629,3,,Enderal SE - Gameplay Overhaul.esp,_50E_SpellBookSummonOorbaya
02E3B1:Enderal - Forgotten Stories.esm,_12E_FS_SummonPandaSP,Summon Panda,Entropy,Spell,FireAndForget,TargetLocation,112,147,3,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_SpellbookSummonPanda
1376C3:Skyrim.esm,_20E_SpellSummonSoilElemental,Summon Soil Elemental (Rank I),Entropy,Spell,FireAndForget,TargetLocation,131,147,3,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookSummonSoilElemental
137937:Skyrim.esm,_43E_SpellSummonSoilElemental,Summon Soil Elemental (Rank II),Entropy,Spell,FireAndForget,TargetLocation,223,168,3,,Enderal SE - Gameplay Overhaul.esp,_43E_SpellBookSummonSoilElemental
010F3F:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_I_Horse,Summon Spirit (Rank I) - Horse,Entropy,Spell,FireAndForget,TargetLocation,40,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_I
01020F:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_II_Spider,Summon Spirit (Rank II) - Spider,Entropy,Spell,FireAndForget,TargetLocation,60,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_II
010F40:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_III_PusBeetle,Summon Spirit (Rank III) - Pus Beetle,Entropy,Spell,FireAndForget,TargetLocation,80,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_III
010F42:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_IV_Leopard,Summon Spirit (Rank IV) - Leopard,Entropy,Spell,FireAndForget,TargetLocation,110,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_IV
010F4C:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_X_Anestor,Summon Spirit (Rank IX) - Titan,Entropy,Spell,FireAndForget,TargetLocation,200,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_X
010F44:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_V_Lion,Summon Spirit (Rank V) - Lion,Entropy,Spell,FireAndForget,TargetLocation,120,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_V
010F46:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_VI_Troll,Summon Spirit (Rank VI) - Troll,Entropy,Spell,FireAndForget,TargetLocation,130,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_VI
010F48:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_VII_Vatyr,Summon Spirit (Rank VII) - Vatyr,Entropy,Spell,FireAndForget,TargetLocation,150,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_VII
010F4A:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Spirit_VIII_Anestor,Summon Spirit (Rank VIII) - Ancestor,Entropy,Spell,FireAndForget,TargetLocation,180,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_Summon_Spirit_VIII
010F5C:KataPUMB_SpellPackage.esp,Kata_Spell_Summon_Elemental_Wood,Summon Wood Elemental (Rank I),Entropy,Spell,FireAndForget,TargetLocation,105,230,0.5,,KataPUMB_SpellPackage.esp,Kata_Spellbook_SummonElementalWood
124EC5:Apocalypse - Magic of Skyrim.esp,WB_Con_Summon3_Spell_SummoningRune,Summoning Rune,Entropy,Spell,FireAndForget,TargetLocation,87,198,0.5,,Zenderal - Magic Patches.esp,WB_C050_SummoningRune_Book
00D230:KataPUMBSpellPack.esp,Kata_S_LightMagic_25_Aegis_1,Aegis (Rank I),Light Magic,Spell,FireAndForget,Self,50,1,0.6,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_25_Aegis_1_A
00D237:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_Aegis_2,Aegis (Rank II),Light Magic,Spell,FireAndForget,Self,88,1,0.6,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_50_Aegis_2_B
00D233:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_Aegis_3,Aegis (Rank III),Light Magic,Spell,FireAndForget,Self,126,1,0.6,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_75_Aegis_3_C
00D235:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_Aegis_4,Aegis (Rank IV),Light Magic,Spell,FireAndForget,Self,164,1,0.6,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_99_Aegis_4_D
0F858F:Skyrim.esm,_01E_SpellBlessingOfLife,Blessing of Life (Rank I),Light Magic,Spell,FireAndForget,Self,67,3242,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellbookSegenDesLebens
0F8581:Skyrim.esm,_15E_SpellBlessingOfLife,Blessing of Life (Rank II),Light Magic,Spell,FireAndForget,Self,92,6474,0.75,,Enderal SE - Gameplay Overhaul.esp,_15E_SpellbookSegenDesLebens
0F8582:Skyrim.esm,_30E_SpellBlessingOfLife,Blessing of Life (Rank III),Light Magic,Spell,FireAndForget,Self,123,12191,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookBlessingOfLife
12E169:Skyrim.esm,_40E_SpellBlessingOfLife,Blessing of Life (Rank IV),Light Magic,Spell,FireAndForget,Self,160,19219,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellbookSegenDesLebens
04623D:Skyrim.esm,_50E_SpellBlessingOfLife,Blessing of Life (Rank V),Light Magic,Spell,FireAndForget,Self,206,27574,0.75,,Enderal SE - Gameplay Overhaul.esp,_50E_SpellBookBlessingOfLife
044D44:Apocalypse - Magic of Skyrim.esp,WB_Res_Blood4_Spell_BloodBoil,Blood Boil,Light Magic,Spell,Concentration,Self,22,68,1.5,,Zenderal - Magic Patches.esp,WB_R075_BloodBoil_Book
048398:Apocalypse - Magic of Skyrim.esp,WB_Res_Blood5_Spell_Bloodseeker,Bloodseeker,Light Magic,Spell,FireAndForget,Aimed,104,602,0.5,,Zenderal - Magic Patches.esp,WB_R100_Bloodseeker_Book
03527C:Apocalypse - Magic of Skyrim.esp,WB_Res_UndeadDmg1_Spell_BoneSpirit,Bone Spirit,Light Magic,Spell,FireAndForget,Aimed,27,50,0.5,,Zenderal - Magic Patches.esp,WB_R000_BoneSpirit_Book
03B82E:Skyrim.esm,_05E_Wohltat,Boon (Rank I),Light Magic,Spell,Concentration,Self,8,9,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookBoon
056A24:Skyrim.esm,_10E_Wohltatunused,Boon (Rank II),Light Magic,Spell,Concentration,Self,14,10,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookBoon
12E162:Skyrim.esm,_17E_Wohltat,Boon (Rank II),Light Magic,Spell,Concentration,Self,13,15,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_17E_SpellBookBoon
12E163:Skyrim.esm,_24E_Wohltat,Boon (Rank III),Light Magic,Spell,Concentration,Self,21,24,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_24E_SpellBookBoon
12E164:Skyrim.esm,_32E_Wohltat,Boon (Rank IV),Light Magic,Spell,Concentration,Self,31,37,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_32E_SpellBookBoon
12E165:Skyrim.esm,_40E_Wohltat,Boon (Rank V),Light Magic,Spell,Concentration,Self,43,54,0.85,0.25,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookBoon
12B063:Apocalypse - Magic of Skyrim.esp,WB_Res_Heal5_Spell_BreathOfArkay,Breath of Tyr,Light Magic,Spell,Concentration,Self,43,88,1,,Zenderal - Magic Patches.esp,WB_R100_BreathOfArkay_Book
01FCCE:Apocalypse - Magic of Skyrim.esp,WB_Res_Arcane3_Spell_ChannelEnergies,Channel Energies,Light Magic,Spell,FireAndForget,Aimed,87,200,0,,Zenderal - Magic Patches.esp,WB_R050_ChannelEnergies_Book
01220F:Apocalypse - Magic of Skyrim.esp,WB_Res_Necro5_Spell_CircleOfDeath,Circle of Death,Light Magic,Spell,FireAndForget,Self,118,688,3,,Zenderal - Magic Patches.esp,WB_R100_CircleOfDeath_Book
04DC91:Skyrim.esm,_05E_Schutzzirkel,Circle of Protection (Rank I),Light Magic,Spell,FireAndForget,Self,35,29,1,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookCircleOfProtection
135735:Skyrim.esm,_10E_Schutzzirkel,Circle of Protection (Rank II),Light Magic,Spell,FireAndForget,Self,48,74,1,,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookCircleOfProtection
135734:Skyrim.esm,_20E_Schutzzirkel,Circle of Protection (Rank III),Light Magic,Spell,FireAndForget,Self,63,156,1,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookCircleOfProtection
135733:Skyrim.esm,_30E_Schutzzirkel,Circle of Protection (Rank IV),Light Magic,Spell,FireAndForget,Self,81,287,1,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookCircleOfProtection
036A05:Apocalypse - Magic of Skyrim.esp,WB_Res_DrainCircle1_Spell_CircleOfStrength,Circle of Strength,Light Magic,Spell,FireAndForget,Self,32,60,0.5,,Zenderal - Magic Patches.esp,WB_R000_CircleOfStrength_Book
111CFB:Apocalypse - Magic of Skyrim.esp,WB_Res_DrainCircle3_Spell_CircleOfTheMoons,Circle of the Moons,Light Magic,Spell,FireAndForget,Self,57,131,0.5,,Zenderal - Magic Patches.esp,WB_R050_CircleOfTheMoons_Book
01F1FB:Apocalypse - Magic of Skyrim.esp,WB_Res_Necro4_Spell_Decompose,Decompose,Light Magic,Spell,FireAndForget,Aimed,77,311,0.5,,Zenderal - Magic Patches.esp,WB_R075_Decompose_Book
11122C:Apocalypse - Magic of Skyrim.esp,WB_Res_UndeadDmg5_Spell_DustToDust,Dust To Dust,Light Magic,Spell,FireAndForget,Self,215,1250,2,,Zenderal - Magic Patches.esp,WB_R100_DustToDust_Book
1A4A46:Apocalypse - Magic of Skyrim.esp,WB_Res_Peace3_Spell_DustInTheClockwork,Dust in the Clockwork,Light Magic,Spell,FireAndForget,Aimed,77,176,0,,Zenderal - Magic Patches.esp,WB_R050_DustInTheClockwork_Book
01FEAB:Enderal - Forgotten Stories.esm,_10E_Elixir,Elixir (Rank I),Light Magic,Spell,FireAndForget,Aimed,54,0,0.75,,Enderal SE - Gameplay Overhaul.esp,_10E_FS_SpellElixir
01FEAC:Enderal - Forgotten Stories.esm,_20E_Elixir,Elixir (Rank II),Light Magic,Spell,FireAndForget,Aimed,93,0,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_FS_SpellElixir
01FEAD:Enderal - Forgotten Stories.esm,_30E_Elixir,Elixir (Rank III),Light Magic,Spell,FireAndForget,Aimed,123,0,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_SpellElixir
01FEAE:Enderal - Forgotten Stories.esm,_40E_Elixir,Elixir (Rank IV),Light Magic,Spell,FireAndForget,Aimed,160,0,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_FS_SpellElixir
035452:Apocalypse - Magic of Skyrim.esp,WB_Res_Necro3_Spell_FingerOfDeath,Finger of Death,Light Magic,Spell,FireAndForget,TargetActor,70,160,0.5,,Zenderal - Magic Patches.esp,WB_R050_FingerOfDeath_Book
0E7677:Skyrim.esm,_07E_Blitzheilung,Flash Heal (Rank I),Light Magic,Spell,FireAndForget,Self,30,29,0.2,1.5,Enderal SE - Gameplay Overhaul.esp,_07E_SpellBookFlashHeal
0F8580:Skyrim.esm,_14E_Blitzheilung,Flash Heal (Rank II),Light Magic,Spell,FireAndForget,Self,45,47,0.2,1.5,Enderal SE - Gameplay Overhaul.esp,_14E_SpellBookFlashHeal
12E166:Skyrim.esm,_22E_Blitzheilung,Flash Heal (Rank III),Light Magic,Spell,FireAndForget,Self,67,61,0.2,1.5,Enderal SE - Gameplay Overhaul.esp,_22E_SpellBookFlashHeal
12E167:Skyrim.esm,_32E_Blitzheilung,Flash Heal (Rank IV),Light Magic,Spell,FireAndForget,Self,93,91,0.2,1.5,Enderal SE - Gameplay Overhaul.esp,_32E_SpellBookFlashHeal
12E168:Skyrim.esm,_55E_Blitzheilung,Flash Heal (Rank V),Light Magic,Spell,FireAndForget,Self,124,127,0.2,1.5,Enderal SE - Gameplay Overhaul.esp,_55E_SpellBookFlashHeal
0008A3:Enderal SE - Gameplay Overhaul.esp,XionSpellHealAura1,Healing Aura (Rank I),Light Magic,Spell,FireAndForget,Self,85,6680,0.75,,Enderal SE - Gameplay Overhaul.esp,XionHealAura1
0008A4:Enderal SE - Gameplay Overhaul.esp,XionSpellHealAura2,Healing Aura (Rank II),Light Magic,Spell,FireAndForget,Self,125,22370,0.75,,Enderal SE - Gameplay Overhaul.esp,XionHealAuraDUPLICATE003
05F74D:Apocalypse - Magic of Skyrim.esp,WB_Res_HealRegen4_Spell_HealingBlossom,Healing Blossom,Light Magic,Spell,FireAndForget,Self,89,361,0.5,8,Zenderal - Magic Patches.esp,WB_R075_HealingBlossom_Book
00ACA7:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_HolyAura_1,Holy Aura (Rank I),Light Magic,Spell,FireAndForget,Self,96,199,0.5,,KataPUMBSpellPack.esp,Kata_B_LightMagic_50_HolyAura_1
00ACA9:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_HolyAura_3,Holy Aura (Rank III),Light Magic,Spell,FireAndForget,Self,258,1003,3,,KataPUMBSpellPack.esp,Kata_B_LightMagic_99_HolyAura_3
00484D:KataPUMBSpellPack.esp,Kata_S_LightMagic_00_HolyCross_1,Holy Cross (Rank I),Light Magic,Spell,FireAndForget,Aimed,21,107,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_00_HolyCross
005737:KataPUMB_SpellPackage.esp,Kata_Spell_HolyCross_I,Holy Cross (Rank I),Light Magic,Spell,FireAndForget,Aimed,45,13,1,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyCross_I
00484F:KataPUMBSpellPack.esp,Kata_S_LightMagic_25_HolyCross_2,Holy Cross (Rank II),Light Magic,Spell,FireAndForget,Aimed,35,204,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_25_HolyCross
005738:KataPUMB_SpellPackage.esp,Kata_Spell_HolyCross_II,Holy Cross (Rank II),Light Magic,Spell,FireAndForget,Aimed,65,22,1,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyCross_II
004851:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_HolyCross_3,Holy Cross (Rank III),Light Magic,Spell,FireAndForget,Aimed,43,264,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_50_HolyCross
00573A:KataPUMB_SpellPackage.esp,Kata_Spell_HolyCross_III,Holy Cross (Rank III),Light Magic,Spell,FireAndForget,Aimed,105,32,1,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyCross_III
004853:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyCross_4,Holy Cross (Rank IV),Light Magic,Spell,FireAndForget,Aimed,55,312,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_75_HolyCross_4
004855:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyCross_5,Holy Cross (Rank V),Light Magic,Spell,FireAndForget,Aimed,66,378,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_75_HolyCross_5
004857:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_HolyCross_6,Holy Cross (Rank VI),Light Magic,Spell,FireAndForget,Aimed,78,542,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_99_HolyCross
003C94:KataPUMB_SpellPackage.esp,Kata_Spell_HolyRay_I,Holy Ray (Rank I),Light Magic,Spell,Concentration,Aimed,11,38,0.3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyRay_I
004842:KataPUMBSpellPack.esp,Kata_S_LightMagic_00_HolyRay_1,Holy Ray (Rank I),Light Magic,Spell,Concentration,Aimed,9,9,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_00_HolyRay
003C9B:KataPUMB_SpellPackage.esp,Kata_Spell_HolyRay_II,Holy Ray (Rank II),Light Magic,Spell,Concentration,Aimed,16,77,0.3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyRay_II
