Form Key,Editor Id,Name,Enchant Type,Cast Type,Target Type,Enchantment Cost,Computed Auto Cost,Enchantment Amount,Charge Time,Winner Overwrite
00087B:Enderal SE - Gameplay Overhaul.esp,XionEnchRobes7%,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,25,11,25,0,Enderal SE - Gameplay Overhaul.esp
0432E9:Skyrim.esm,03E_27KappeDesMagiesturms_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
0432EA:Skyrim.esm,03E_26FeineWildmagierrobeDerRegeneration_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
0432EE:Skyrim.esm,_03E_28AeternahandschuheDerMagiewinde_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,30,27,30,0,Enderal SE - Gameplay Overhaul.esp
07A112:Skyrim.esm,EnchArmorFortifyMagickaRate04,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,30,30,30,0,Skyrim.esm
0AD46D:Skyrim.esm,EnchArmorFortifyMagickaRate05,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,39,39,39,0,Skyrim.esm
0AD46E:Skyrim.esm,EnchArmorFortifyMagickaRate03,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,22,22,22,0,Skyrim.esm
0BE00B:Skyrim.esm,EnchArmorFortifyMagickaRate06,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,68,68,68,0,Skyrim.esm
0FE498:Skyrim.esm,02E_20Magiestromrobe_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
103D9C:Skyrim.esm,02E_10EnchAmulettDerTiefenkonzentrationlt_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,22,17,22,0,Enderal SE - Gameplay Overhaul.esp
104D8F:Skyrim.esm,EnchRobesFortifyMagickaRate03,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,75,36,792,0,Skyrim.esm
104D90:Skyrim.esm,EnchRobesFortifyMagickaRate04,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,100,48,1012,0,Skyrim.esm
104D91:Skyrim.esm,EnchRobesFortifyMagickaRate05,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,150,53,1237,0,Skyrim.esm
10E30B:Skyrim.esm,EnchRobesCollegeMagickaRate01,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,25,17,25,0,Enderal SE - Gameplay Overhaul.esp
10E311:Skyrim.esm,EnchRobesCollegeMagickaRate02,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,39,22,39,0,Enderal SE - Gameplay Overhaul.esp
10E312:Skyrim.esm,EnchRobesCollegeMagickaRate03,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,53,25,53,0,Enderal SE - Gameplay Overhaul.esp
10E313:Skyrim.esm,EnchRobesCollegeMagickaRate04,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,68,68,68,0,Skyrim.esm
10E314:Skyrim.esm,EnchRobesCollegeMagickaRate05,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,68,68,68,0,Skyrim.esm
10FB7D:Skyrim.esm,EnchArmorFortifyMagickaRateBase,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,25,22,25,0,Enderal SE - Gameplay Overhaul.esp
11A4D0:Skyrim.esm,_06E_MagieerfuellteRobeForged_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
137782:Skyrim.esm,_25E_RingDesArkanisten_Ench,Fortify Mana Regeneration,Enchantment,ConstantEffect,Self,22,22,22,0,Enderal SE - Gameplay Overhaul.esp
027CEF:Skyrim.esm,01E_05UNIWehrrobe_Ench,Fortify Mana Regeneration & Armor,Enchantment,ConstantEffect,Self,25,11,25,0,Enderal SE - Gameplay Overhaul.esp
0432AC:Skyrim.esm,03E_30UniDiademDerManipulation_Ench,Fortify Mentalism,Enchantment,ConstantEffect,Self,76,91,76,0,Enderal SE - Gameplay Overhaul.esp
0432AD:Skyrim.esm,03E_25EnchAmulettDesMentalisten_Ench,Fortify Mentalism,Enchantment,ConstantEffect,Self,473,323,473,0,Enderal SE - Gameplay Overhaul.esp
07A107:Skyrim.esm,EnchArmorFortifyAlteration01,Fortify Mentalism,Enchantment,ConstantEffect,Self,235,235,235,0,Skyrim.esm
0AD49F:Skyrim.esm,EnchArmorFortifyAlteration02,Fortify Mentalism,Enchantment,ConstantEffect,Self,323,323,323,0,Skyrim.esm
0AD4A0:Skyrim.esm,EnchArmorFortifyAlteration03,Fortify Mentalism,Enchantment,ConstantEffect,Self,473,473,473,0,Skyrim.esm
0BE037:Skyrim.esm,EnchArmorFortifyAlteration04,Fortify Mentalism,Enchantment,ConstantEffect,Self,566,566,566,0,Skyrim.esm
0BE038:Skyrim.esm,EnchArmorFortifyAlteration05,Fortify Mentalism,Enchantment,ConstantEffect,Self,629,629,629,0,Skyrim.esm
0BE039:Skyrim.esm,EnchArmorFortifyAlteration06,Fortify Mentalism,Enchantment,ConstantEffect,Self,724,724,724,0,Skyrim.esm
0BEDD6:Skyrim.esm,_15E_RingDesThaunmaturlogen_Ench,Fortify Mentalism,Enchantment,ConstantEffect,Self,323,293,323,0,Enderal SE - Gameplay Overhaul.esp
104D6D:Skyrim.esm,EnchRobesFortifyAlteration01,Fortify Mentalism,Enchantment,ConstantEffect,Self,20,140,923,0,Skyrim.esm
104D76:Skyrim.esm,EnchRobesFortifyAlteration02,Fortify Mentalism,Enchantment,ConstantEffect,Self,50,236,1179,0,Skyrim.esm
104D77:Skyrim.esm,EnchRobesFortifyAlteration03,Fortify Mentalism,Enchantment,ConstantEffect,Self,75,369,1354,0,Skyrim.esm
104D78:Skyrim.esm,EnchRobesFortifyAlteration04,Fortify Mentalism,Enchantment,ConstantEffect,Self,100,437,1619,0,Skyrim.esm
104D79:Skyrim.esm,EnchRobesFortifyAlteration05,Fortify Mentalism,Enchantment,ConstantEffect,Self,150,506,1798,0,Skyrim.esm
104D7A:Skyrim.esm,EnchRobesFortifyAlteration06,Fortify Mentalism,Enchantment,ConstantEffect,Self,200,576,2069,0,Skyrim.esm
10E2FB:Skyrim.esm,EnchRobesCollegeAlteration01,Fortify Mentalism,Enchantment,ConstantEffect,Self,176,140,176,0,Skyrim.esm
10E2FC:Skyrim.esm,EnchRobesCollegeAlteration02,Fortify Mentalism,Enchantment,ConstantEffect,Self,255,204,255,0,Skyrim.esm
10E2FD:Skyrim.esm,EnchRobesCollegeAlteration03,Fortify Mentalism,Enchantment,ConstantEffect,Self,419,335,419,0,Skyrim.esm
10E2FE:Skyrim.esm,EnchRobesCollegeAlteration04,Fortify Mentalism,Enchantment,ConstantEffect,Self,546,437,546,0,Skyrim.esm
10E2FF:Skyrim.esm,EnchRobesCollegeAlteration05,Fortify Mentalism,Enchantment,ConstantEffect,Self,633,506,633,0,Skyrim.esm
10FB71:Skyrim.esm,EnchArmorFortifyAlterationBase,Fortify Mentalism,Enchantment,ConstantEffect,Self,264,143,264,0,Enderal SE - Gameplay Overhaul.esp
1181CE:Skyrim.esm,_02E_17_FocusCirclet_Ench,Fortify Mentalism,Enchantment,ConstantEffect,Self,150,323,150,0,Skyrim.esm
137780:Skyrim.esm,_25E_RingDerVeraenderung_Ench,Fortify Mentalism,Enchantment,ConstantEffect,Self,473,352,473,0,Enderal SE - Gameplay Overhaul.esp
0C011E:Skyrim.esm,02E_14Mentalistenrobe_Ench,Fortify Mentalism & Mana Regeneration,Enchantment,ConstantEffect,Self,255,204,255,0,Enderal SE - Gameplay Overhaul.esp
10EAD1:Skyrim.esm,EnchRobesAlterationBase,Fortify Mentalism & Mana Regeneration,Enchantment,ConstantEffect,Self,255,125,255,0,Enderal SE - Gameplay Overhaul.esp
0432C5:Skyrim.esm,_05E_RingDesFechters_Ench,Fortify One-Handed,Enchantment,ConstantEffect,Self,187,184,187,0,Enderal SE - Gameplay Overhaul.esp
0432C6:Skyrim.esm,_15E_RingDesHueters_Ench,Fortify One-Handed,Enchantment,ConstantEffect,Self,307,287,307,0,Enderal SE - Gameplay Overhaul.esp
10FB7F:Skyrim.esm,EnchArmorFortifyOneHandedBase,Fortify One-Handed,Enchantment,ConstantEffect,Self,307,235,307,0,Enderal SE - Gameplay Overhaul.esp
137784:Skyrim.esm,_25E_RingDesKlingenmeisters_Ench,Fortify One-Handed,Enchantment,ConstantEffect,Self,432,340,432,0,Enderal SE - Gameplay Overhaul.esp
018547:Skyrim.esm,_01E_04_Unique_ToturerGauntlets_Ench,Fortify One-handed,Enchantment,ConstantEffect,Self,187,159,187,0,Skyrim.esm
0432C7:Skyrim.esm,_05E_45_Unique_ShieldOfTheDestroyer_Ench,Fortify One-handed,Enchantment,ConstantEffect,Self,432,367,432,0,Skyrim.esm
0432C8:Skyrim.esm,_03E_24_ShieldOfTheRighteousFencer_Ench,Fortify One-handed,Enchantment,ConstantEffect,Self,432,367,432,0,Skyrim.esm
0432C9:Skyrim.esm,_03E_24_HelmetOfTheRighteousLansquenet_Ench,Fortify One-handed,Enchantment,ConstantEffect,Self,432,367,432,0,Skyrim.esm
07A114:Skyrim.esm,EnchArmorFortifyOneHanded01,Fortify One-handed,Enchantment,ConstantEffect,Self,187,159,187,0,Skyrim.esm
0AD471:Skyrim.esm,EnchArmorFortifyOneHanded02,Fortify One-handed,Enchantment,ConstantEffect,Self,307,261,307,0,Skyrim.esm
0AD472:Skyrim.esm,EnchArmorFortifyOneHanded03,Fortify One-handed,Enchantment,ConstantEffect,Self,432,367,432,0,Skyrim.esm
0BE00F:Skyrim.esm,EnchArmorFortifyOneHanded04,Fortify One-handed,Enchantment,ConstantEffect,Self,528,449,528,0,Skyrim.esm
0BE010:Skyrim.esm,EnchArmorFortifyOneHanded05,Fortify One-handed,Enchantment,ConstantEffect,Self,659,560,659,0,Skyrim.esm
0BE011:Skyrim.esm,EnchArmorFortifyOneHanded06,Fortify One-handed,Enchantment,ConstantEffect,Self,792,673,792,0,Skyrim.esm
13777E:Skyrim.esm,_25E_RingDesMaechtigenGauners_Ench,Fortify Pickpocket,Enchantment,ConstantEffect,Self,379,329,379,0,Enderal SE - Gameplay Overhaul.esp
0432B9:Skyrim.esm,_15E_RingDerHeimtuecke_Ench,Fortify Psionics,Enchantment,ConstantEffect,Self,289,321,289,0,Enderal SE - Gameplay Overhaul.esp
07A10F:Skyrim.esm,EnchArmorFortifyIllusion01,Fortify Psionics,Enchantment,ConstantEffect,Self,195,195,195,0,Skyrim.esm
0AD465:Skyrim.esm,EnchArmorFortifyIllusion02,Fortify Psionics,Enchantment,ConstantEffect,Self,289,289,289,0,Skyrim.esm
0AD466:Skyrim.esm,EnchArmorFortifyIllusion03,Fortify Psionics,Enchantment,ConstantEffect,Self,419,419,419,0,Skyrim.esm
0BE002:Skyrim.esm,EnchArmorFortifyIllusion04,Fortify Psionics,Enchantment,ConstantEffect,Self,620,419,620,0,Enderal SE - Gameplay Overhaul.esp
0BE003:Skyrim.esm,EnchArmorFortifyIllusion05,Fortify Psionics,Enchantment,ConstantEffect,Self,689,689,689,0,Skyrim.esm
0BE004:Skyrim.esm,EnchArmorFortifyIllusion06,Fortify Psionics,Enchantment,ConstantEffect,Self,793,793,793,0,Skyrim.esm
104D8A:Skyrim.esm,EnchRobesFortifyIllusion02,Fortify Psionics,Enchantment,ConstantEffect,Self,50,269,1238,0,Skyrim.esm
104D8B:Skyrim.esm,EnchRobesFortifyIllusion03,Fortify Psionics,Enchantment,ConstantEffect,Self,75,403,1421,0,Skyrim.esm
104D8C:Skyrim.esm,EnchRobesFortifyIllusion04,Fortify Psionics,Enchantment,ConstantEffect,Self,100,437,1700,0,Skyrim.esm
104D8D:Skyrim.esm,EnchRobesFortifyIllusion05,Fortify Psionics,Enchantment,ConstantEffect,Self,150,541,1888,0,Skyrim.esm
104D8E:Skyrim.esm,EnchRobesFortifyIllusion06,Fortify Psionics,Enchantment,ConstantEffect,Self,200,647,2173,0,Skyrim.esm
10E30A:Skyrim.esm,EnchRobesCollegeIllusion01,Fortify Psionics,Enchantment,ConstantEffect,Self,182,140,182,0,Skyrim.esm
10E315:Skyrim.esm,EnchRobesCollegeIllusion02,Fortify Psionics,Enchantment,ConstantEffect,Self,263,204,263,0,Skyrim.esm
10E316:Skyrim.esm,EnchRobesCollegeIllusion03,Fortify Psionics,Enchantment,ConstantEffect,Self,390,302,390,0,Skyrim.esm
10E317:Skyrim.esm,EnchRobesCollegeIllusion04,Fortify Psionics,Enchantment,ConstantEffect,Self,609,471,609,0,Skyrim.esm
10E318:Skyrim.esm,EnchRobesCollegeIllusion05,Fortify Psionics,Enchantment,ConstantEffect,Self,699,541,699,0,Skyrim.esm
10FB79:Skyrim.esm,EnchArmorFortifyIllusionBase,Fortify Psionics,Enchantment,ConstantEffect,Self,289,157,289,0,Enderal SE - Gameplay Overhaul.esp
1447C5:Skyrim.esm,_25E_RingDerTaeuschung_Ench,Fortify Psionics,Enchantment,ConstantEffect,Self,289,386,289,0,Enderal SE - Gameplay Overhaul.esp
104D75:Skyrim.esm,EnchRobesFortifyIllusion01,Fortify Psionics & Mana Regeneration,Enchantment,ConstantEffect,Self,20,140,969,0,Enderal SE - Gameplay Overhaul.esp
10EAD4:Skyrim.esm,EnchRobesIllusionBase,Fortify Psionics & Mana Regeneration,Enchantment,ConstantEffect,Self,263,125,263,0,Enderal SE - Gameplay Overhaul.esp
0F6905:Skyrim.esm,EnchArmorArticulation01,Fortify Rhetoric,Enchantment,ConstantEffect,Self,566,566,566,0,Skyrim.esm
0F6907:Skyrim.esm,EnchArmorArticulation02,Fortify Rhetoric,Enchantment,ConstantEffect,Self,692,692,692,0,Skyrim.esm
0F6908:Skyrim.esm,EnchArmorArticulation03,Fortify Rhetoric,Enchantment,ConstantEffect,Self,884,884,884,0,Skyrim.esm
0F6909:Skyrim.esm,EnchArmorArticulation04,Fortify Rhetoric,Enchantment,ConstantEffect,Self,766,530,766,0,Skyrim.esm
0F690A:Skyrim.esm,EnchArmorArticulation05,Fortify Rhetoric,Enchantment,ConstantEffect,Self,1214,1214,1214,0,Skyrim.esm
0F690B:Skyrim.esm,EnchArmorArticulation06,Fortify Rhetoric,Enchantment,ConstantEffect,Self,1348,1348,1348,0,Skyrim.esm
0F690C:Skyrim.esm,EnchArmorArticulation07,Fortify Rhetoric,Enchantment,ConstantEffect,Self,1552,1552,1552,0,Skyrim.esm
10FB6F:Skyrim.esm,EnchArmorArticulationBase,Fortify Rhetoric,Enchantment,ConstantEffect,Self,566,566,566,0,Skyrim.esm
07A115:Skyrim.esm,EnchArmorFortifyPickpocket01,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,216,216,216,0,Skyrim.esm
0AD473:Skyrim.esm,EnchArmorFortifyPickpocket02,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,296,296,296,0,Skyrim.esm
0AD474:Skyrim.esm,EnchArmorFortifyPickpocket03,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,379,379,379,0,Skyrim.esm
0BE012:Skyrim.esm,EnchArmorFortifyPickpocket04,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,463,463,463,0,Skyrim.esm
0BE013:Skyrim.esm,EnchArmorFortifyPickpocket05,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,549,549,549,0,Skyrim.esm
0BE014:Skyrim.esm,EnchArmorFortifyPickpocket06,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,636,636,636,0,Skyrim.esm
0BEDD3:Skyrim.esm,_02E_15_RingOfTheRogue_Ench,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,216,216,216,0,Skyrim.esm
10FB80:Skyrim.esm,EnchArmorFortifyPickpocketBase,Fortify Sleight of Hand,Enchantment,ConstantEffect,Self,232,232,232,0,Skyrim.esm
02A022:Skyrim.esm,01E_07UNISchattenhaut_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,156,226,156,0,Enderal SE - Gameplay Overhaul.esp
0432D0:Skyrim.esm,_02E_15_RingOfMightyConcealment_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,615,276,615,0,Skyrim.esm
0432D1:Skyrim.esm,_04E_30_BootsOfConcealment_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,902,406,902,0,Skyrim.esm
04D9DE:Skyrim.esm,_01E_03_BronzeNecklaceOfTheHighwayman_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,340,153,340,0,Skyrim.esm
067289:Skyrim.esm,_25E_RingDesSchattens_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,902,328,902,0,Enderal SE - Gameplay Overhaul.esp
07A118:Skyrim.esm,EnchArmorFortifySneak01,Fortify Sneak,Enchantment,ConstantEffect,Self,340,153,340,0,Skyrim.esm
0AD479:Skyrim.esm,EnchArmorFortifySneak02,Fortify Sneak,Enchantment,ConstantEffect,Self,615,276,615,0,Skyrim.esm
0AD47A:Skyrim.esm,EnchArmorFortifySneak03,Fortify Sneak,Enchantment,ConstantEffect,Self,902,406,902,0,Skyrim.esm
0BE01B:Skyrim.esm,EnchArmorFortifySneak04,Fortify Sneak,Enchantment,ConstantEffect,Self,1138,512,1138,0,Skyrim.esm
0BE01C:Skyrim.esm,EnchArmorFortifySneak05,Fortify Sneak,Enchantment,ConstantEffect,Self,1379,620,1379,0,Skyrim.esm
0BE01D:Skyrim.esm,EnchArmorFortifySneak06,Fortify Sneak,Enchantment,ConstantEffect,Self,1501,675,1501,0,Skyrim.esm
103DA1:Skyrim.esm,02E_10EnchAmulettDesTaeuschersIt_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,289,254,289,0,Enderal SE - Gameplay Overhaul.esp
10FB83:Skyrim.esm,EnchArmorFortifySneakBase,Fortify Sneak,Enchantment,ConstantEffect,Self,559,226,559,0,Enderal SE - Gameplay Overhaul.esp
13CB06:Skyrim.esm,_03E_25_AmuletOfConcealment_Ench,Fortify Sneak,Enchantment,ConstantEffect,Self,902,406,902,0,Skyrim.esm
0398A9:Skyrim.esm,_01E_03_RingOfStamina_Ench,Fortify Stamina,Enchantment,ConstantEffect,Self,75,75,75,0,Skyrim.esm
0432D6:Skyrim.esm,_35E_RingDerGewaltigenAusdauer_Ench,Fortify Stamina,Enchantment,ConstantEffect,Self,234,216,234,0,Enderal SE - Gameplay Overhaul.esp
0432D7:Skyrim.esm,_03E_24_BootsOfTheRighteousMorningAir_Ench,Fortify Stamina,Enchantment,ConstantEffect,Self,234,234,234,0,Skyrim.esm
04950A:Skyrim.esm,EnchArmorFortifyStamina01,Fortify Stamina,Enchantment,ConstantEffect,Self,75,75,75,0,Skyrim.esm
0AD47D:Skyrim.esm,EnchArmorFortifyStamina02,Fortify Stamina,Enchantment,ConstantEffect,Self,135,135,135,0,Skyrim.esm
0AD47E:Skyrim.esm,EnchArmorFortifyStamina03,Fortify Stamina,Enchantment,ConstantEffect,Self,197,197,197,0,Skyrim.esm
0BE021:Skyrim.esm,EnchArmorFortifyStamina04,Fortify Stamina,Enchantment,ConstantEffect,Self,234,234,234,0,Skyrim.esm
0BE022:Skyrim.esm,EnchArmorFortifyStamina05,Fortify Stamina,Enchantment,ConstantEffect,Self,299,299,299,0,Skyrim.esm
0BE023:Skyrim.esm,EnchArmorFortifyStamina06,Fortify Stamina,Enchantment,ConstantEffect,Self,347,347,347,0,Skyrim.esm
10FB85:Skyrim.esm,EnchArmorFortifyStaminaBase,Fortify Stamina,Enchantment,ConstantEffect,Self,126,126,126,0,Skyrim.esm
13777B:Skyrim.esm,_25E_RingDerMaechtigenAusdauer_Ench,Fortify Stamina,Enchantment,ConstantEffect,Self,197,179,197,0,Enderal SE - Gameplay Overhaul.esp
07A11A:Skyrim.esm,EnchArmorFortifyStaminaRate04,Fortify Stamina Regeneration,Enchantment,ConstantEffect,Self,269,269,269,0,Skyrim.esm
0AD47F:Skyrim.esm,EnchArmorFortifyStaminaRate05,Fortify Stamina Regeneration,Enchantment,ConstantEffect,Self,421,421,421,0,Skyrim.esm
0AD480:Skyrim.esm,EnchArmorFortifyStaminaRate03,Fortify Stamina Regeneration,Enchantment,ConstantEffect,Self,196,196,196,0,Skyrim.esm
0BE024:Skyrim.esm,EnchArmorFortifyStaminaRate06,Fortify Stamina Regeneration,Enchantment,ConstantEffect,Self,578,578,578,0,Skyrim.esm
10FB86:Skyrim.esm,EnchArmorFortifyStaminaRateBase,Fortify Stamina Regeneration,Enchantment,ConstantEffect,Self,211,211,211,0,Skyrim.esm
06728F:Skyrim.esm,_05E_RingDesFaehrtenlesers_Ench,Fortify Stealth,Enchantment,ConstantEffect,Self,340,177,340,0,Enderal SE - Gameplay Overhaul.esp
0432D8:Skyrim.esm,_05E_RingDesBerserkers_Ench,Fortify Two-Handed,Enchantment,ConstantEffect,Self,187,184,187,0,Enderal SE - Gameplay Overhaul.esp
10FB87:Skyrim.esm,EnchArmorFortifyTwoHandedBase,Fortify Two-Handed,Enchantment,ConstantEffect,Self,496,235,496,0,Enderal SE - Gameplay Overhaul.esp
137785:Skyrim.esm,_25E_RingDerBrachialitaet_Ench,Fortify Two-Handed,Enchantment,ConstantEffect,Self,496,340,496,0,Enderal SE - Gameplay Overhaul.esp
07A11B:Skyrim.esm,EnchArmorFortifyTwoHanded01,Fortify Two-handed,Enchantment,ConstantEffect,Self,187,159,187,0,Skyrim.esm
0AD481:Skyrim.esm,EnchArmorFortifyTwoHanded02,Fortify Two-handed,Enchantment,ConstantEffect,Self,338,287,338,0,Skyrim.esm
0AD482:Skyrim.esm,EnchArmorFortifyTwoHanded03,Fortify Two-handed,Enchantment,ConstantEffect,Self,496,422,496,0,Skyrim.esm
0BE025:Skyrim.esm,EnchArmorFortifyTwoHanded04,Fortify Two-handed,Enchantment,ConstantEffect,Self,659,560,659,0,Skyrim.esm
0BE026:Skyrim.esm,EnchArmorFortifyTwoHanded05,Fortify Two-handed,Enchantment,ConstantEffect,Self,825,702,825,0,Skyrim.esm
0BE027:Skyrim.esm,EnchArmorFortifyTwoHanded06,Fortify Two-handed,Enchantment,ConstantEffect,Self,961,817,961,0,Skyrim.esm
001F14:Enderal SE - Gameplay Overhaul.esp,EnchWeaponFrostDamageColdNight,Frost Damage,Enchantment,FireAndForget,Touch,7,5,7,0,Enderal SE - Gameplay Overhaul.esp
024BD5:Enderal - Forgotten Stories.esm,_04E_35_FS_WintersEdge_Ench,Frost Damage,Enchantment,FireAndForget,Touch,7,18,7,0,Enderal SE - Gameplay Overhaul.esp
02A49D:Enderal - Forgotten Stories.esm,_02E_15_Unique_SkaiNuasHeads_Ench,Frost Damage,Enchantment,FireAndForget,Touch,10,9,10,0,Enderal SE - Gameplay Overhaul.esp
045C36:Skyrim.esm,EnchWeaponFrostDamage01,Frost Damage,Enchantment,FireAndForget,Touch,5,2,5,0,Enderal SE - Gameplay Overhaul.esp
045C37:Skyrim.esm,EnchWeaponFrostDamage02,Frost Damage,Enchantment,FireAndForget,Touch,10,6,10,0,Enderal SE - Gameplay Overhaul.esp
045C39:Skyrim.esm,EnchWeaponFrostDamage03,Frost Damage,Enchantment,FireAndForget,Touch,15,10,15,0,Enderal SE - Gameplay Overhaul.esp
045D4B:Skyrim.esm,EnchUniqueWeapon_SelnaBlackWidow,Frost Damage,Enchantment,FireAndForget,Touch,18,13,18,0,Enderal SE - Gameplay Overhaul.esp
045D56:Skyrim.esm,EnchWeaponFrostDamage05,Frost Damage,Enchantment,FireAndForget,Touch,23,23,23,0,Skyrim.esm
045D58:Skyrim.esm,EnchWeaponFrostDamage06,Frost Damage,Enchantment,FireAndForget,Touch,26,26,26,0,Skyrim.esm
10FB96:Skyrim.esm,EnchWeaponFrostDamageBase,Frost Damage,Enchantment,FireAndForget,Touch,9,6,9,0,Enderal SE - Gameplay Overhaul.esp
01D603:Skyrim.esm,01E_08UNIHelmDerInnerenKaelte_Ench,Frost Resistance,Enchantment,ConstantEffect,Self,300,379,300,0,Enderal SE - Gameplay Overhaul.esp
0432DC:Skyrim.esm,_15E_RingDerFrostresistenz_Ench,Frost Resistance,Enchantment,ConstantEffect,Self,400,310,400,0,Enderal SE - Gameplay Overhaul.esp
0432DD:Skyrim.esm,_03E_28_AeternaShieldOfFrostResistance_Ench,Frost Resistance,Enchantment,ConstantEffect,Self,549,520,549,0,Skyrim.esm
0432DE:Skyrim.esm,_04E_35_RingOfMightyFrostResistance_Ench,Frost Resistance,Enchantment,ConstantEffect,Self,549,520,549,0,Skyrim.esm
000801:_Fuse00_AdventurerArmor.esp,_Fuse00_BackPCarry,Fuse00 BackPCarry,Enchantment,ConstantEffect,Self,0,0,0,0,_Fuse00_AdventurerArmor.esp
053FE2:Skyrim.esm,_02E_10_MSet_EnigmaticNomadCuirass_Ench,Garb of the Mysterious Nomad,Enchantment,ConstantEffect,Self,283,233,283,0,Skyrim.esm
043A8A:Skyrim.esm,_00E_FS_A3_Rogue_FrostbombEnch,Glacial Bomb,Enchantment,FireAndForget,Touch,665,11036,665,0,Enderal SE - Gameplay Overhaul.esp
053FDE:Skyrim.esm,_02E_10_LSet_VagabundHood_Ench,Glance of the Swashbuckler,Enchantment,ConstantEffect,Self,282,226,282,0,Skyrim.esm
053FDA:Skyrim.esm,_02E_10_HSet_BonejudgeGauntlets_Ench,Grasp of the Rat Catcher,Enchantment,ConstantEffect,Self,189,182,189,0,Skyrim.esm
02F27E:Enderal - Forgotten Stories.esm,_00E_FS_Entropy_CorpseExplosionEnchantment,Grave Curse (Damage),Enchantment,FireAndForget,Touch,665,520,665,0,Enderal - Forgotten Stories.esm
148A19:Skyrim.esm,_05E_40_MSet_WandererGloves_Ench,Hand of the Wandering Mage,Enchantment,ConstantEffect,Self,1056,860,1056,0,Enderal SE - Gameplay Overhaul.esp
13F355:Skyrim.esm,_02E_15_LSet_CallOfNorthCuirass_Ench,Heart of the North,Enchantment,ConstantEffect,Self,398,391,398,0,Enderal SE - Gameplay Overhaul.esp
053FDF:Skyrim.esm,_02E_10_LSet_VagabundCuirassLight_Ench,Heart of the Vagrant,Enchantment,ConstantEffect,Self,224,216,224,0,Enderal SE - Gameplay Overhaul.esp
02EF68:Enderal - Forgotten Stories.esm,_06E_50_LSet_VenturerArmor_Ench,Heart of the Venturer,Enchantment,ConstantEffect,Self,950,898,950,0,Enderal SE - Gameplay Overhaul.esp
02EF6B:Enderal - Forgotten Stories.esm,_06E_50_LSet_VenturerHat_Ench,Hood of the Venturer,Enchantment,ConstantEffect,Self,836,530,836,0,Enderal - Forgotten Stories.esm
025043:Skyrim.esm,_00E_A2_SynergyRiftImplosionDMGEnch,Implosion (Synergy Effect),Enchantment,FireAndForget,Touch,31,31,31,0,Skyrim.esm
02F103:Enderal - Forgotten Stories.esm,_01E_FS_ShapeshifterAmulett_Ench,Increase Transformation Duration,Enchantment,ConstantEffect,Self,98,98,98,0,Enderal - Forgotten Stories.esm
02F104:Enderal - Forgotten Stories.esm,_02E_FS_ShapeshifterAmulett_Ench,Increase Transformation Duration,Enchantment,ConstantEffect,Self,172,172,172,0,Enderal - Forgotten Stories.esm
02F105:Enderal - Forgotten Stories.esm,_03E_FS_ShapeshifterAmulett_Ench,Increase Transformation Duration,Enchantment,ConstantEffect,Self,249,249,249,0,Enderal - Forgotten Stories.esm
02F106:Enderal - Forgotten Stories.esm,_04E_FS_ShapeshifterAmulett_Ench,Increase Transformation Duration,Enchantment,ConstantEffect,Self,329,329,329,0,Enderal - Forgotten Stories.esm
